ID,Screen_Name,No_Tweets,No_Followers,Type 
188769566,xuchimprz,41061,2534,Celebrity
899421141529440257,Ibrahim39803747,5,56,Layman
2889023774,STLRecNet,257,60,Layman
1438289065,shody1125,338,24,Layman
968576203719364608,bowlderbowls,2,2,Layman
887857111467782144,SaenBreen,147,48,Layman
968539171261419520,MCACRetention,847,120,Expert
968543633338191873,MaxiAlexandro,1,0,Layman
3397299675,rydergrady,0,1,Layman
119923832,Luckylady52,12568,249,Expert
968525223430561792,BlytheHastings,0,0,Layman
968521109309181954,MDClone_,12,45,Layman
290209456,tamupols,61,317,Expert
968451612099293184,holakakak,0,8,Layman
3415952939,nancy_adero,52,110,Expert
319495445,Balwarthan,25612,1450,Celebrity
905799713315848192,tigerheartlab,78,88,Layman
964139646786719745,lauraschuettpel,1,14,Layman
968334903967436801,DaveLo32,0,0,Layman
232057505,melredhed1,4455,44,Layman
940094923440656384,beth_gohara,19,114,Expert
955618756876742658,ccanizio,18,17,Layman
928076304649543681,JamesChosy,0,0,Layman
750527480956497920,allgoodnmstaken,749,20,Layman
968257423805943808,Lyle20504009,0,0,Layman
935989934699241478,BEDDINE24,25,41,Layman
968233117189275648,EFratturaMS,85,31,Layman
766063241625763840,rch23411,24,0,Layman
939241020847423489,FRudolphIII,6,8,Layman
3380430807,jhswang,352,216,Expert
968207849749872640,JimTaylorRoof,46,6,Layman
55511657,AlexValchyshen,22871,1900,Celebrity
1713701485,smadison297,307,85,Layman
19341017,cyndimckenna,0,15,Layman
2189376216,denisegilroy_,592,134,Expert
16190223,daforerog,4439,698,Expert
960667752112578560,sarah_kelso_,129,24,Layman
25358179,jitodiaz,2497,187,Expert
16802170,chris_sousa,1350,110,Expert
33627414,chesterlampkin,105538,10654,Celebrity
587919928,CuppiaScience,520,101,Expert
3179644833,12aleko,517,33,Layman
2931062543,aalishajai,2186,276,Expert
792516622166687744,CJF47Sr,4657,600,Expert
968010078010912768,Jaliyawilliams8,0,0,Layman
17838712,joshlebo,2880,188,Expert
3253075864,JBKProductions,116,44,Layman
967955164274376704,Daniel__1016,0,1,Layman
741208826,SiedhoffBill,446,316,Expert
967932538508529669,Allison43148216,1,1,Layman
2482714006,merokwe,0,2,Layman
967915663196082177,malik0savage2,2,0,Layman
17303153,vailmom,10447,62,Layman
1602598333,siglme01,499,39,Layman
1131640860,Vaughn_chad,1,6,Layman
85868343,TonyRenner,62678,2221,Celebrity
2770769906,NovemberBlue,26,29,Layman
738951211647303681,emilyhoese3,3029,274,Expert
247572618,AndreaPuszkin,16,18,Layman
4291710793,R_AI_TF,10260,948,Expert
967816010526052353,sagrnthmb,1,0,Layman
4836705369,Rosariogranad19,0,5,Layman
2968480413,csueyork24,3,5,Layman
26918617,allisonjaynes,81,34,Layman
260958702,scrcrzy,113,11,Layman
757196071550365697,KimPatt27333536,5,6,Layman
260768634,kcplut,2,9,Layman
3015710259,intellylee,1,10,Layman
13400312,drrodebaugh,3810,675,Expert
27018538,tedfingram,492,93,Layman
54742276,larklodge,46,44,Layman
827887678670696448,timnnmit,195,50,Layman
1904136738,DebbieKish1,10,19,Layman
922319934591586304,AraMonalli,18,12,Layman
2838491834,jhhaglof,2092,70,Layman
2710721331,lizxvan,12794,662,Expert
1576399112,MilyRegan,2132,377,Expert
2248087039,EmmaReusch1,111,18,Layman
910739267172872193,PhiferMegan,41,21,Layman
2502472400,katie_c32,373,218,Expert
967537022293495808,GuvMikeParson,206,74,Layman
17088196,allyreese,6150,37,Layman
967525805030105091,Marquis11910347,75,14,Layman
949122806549065729,MaxLeible,3,20,Layman
710453565089837056,WagstaffQuincy,3810,324,Expert
741265044,zoeahancock,8079,506,Expert
217224753,StarsWindow,334,1032,Celebrity
73312354,globemedgw,652,297,Expert
946570656,stephslaughterr,206,43,Layman
729862586,matt_rambling,746,624,Expert
727287315991678977,wayneteeger,416,261,Expert
831696060913426433,G__BOYD,134,12,Layman
2908539761,MediMederos03,2662,198,Expert
966926702671572993,LuxREco,5,2,Layman
274849409,MMBrett,109,15,Layman
464826646,ArnavKannan,73,559,Expert
178549323,PrasunJMishra,438,675,Expert
700704725826572290,JoeGuinnesss,572,170,Expert
113726096,SSInc_STL,3853,287,Expert
2769561099,luis_marinho10,2186,582,Expert
2396572939,kalARTproject,13895,646,Expert
23361232,jhowawesum8,353,136,Expert
3633743601,bjelevacm,35,14,Layman
965949852910800901,sejadf12,21,73,Layman
966902460726915072,NickMormino1,6,12,Layman
571015001,sultanalshubair,1544,152,Expert
2867316345,colinalexmartin,416,1367,Celebrity
2808916906,nbrdicko1,711,391,Expert
961651053547741184,seraph_cc,0,2,Layman
126161347,toddsauter,32,26,Layman
168359341,aaronpoelker,767,78,Layman
624250513,ashl768,74,46,Layman
358112032,zen1den,1456,41,Layman
966454363731496960,Meeks67515261,17,8,Layman
966806420833406978,esc_outdoors,9,3,Layman
2996424354,alex__ahm,3316,186,Expert
849305621660938242,TAMU_Architect,103,137,Expert
2286946670,rao_shank,19,17,Layman
296491794,hakanaslan4,1162,3579,Celebrity
966499008679170048,Jasmine31523111,0,0,Layman
4152377360,camorsi202,264,47,Layman
955626731121111041,TrkingP,0,0,Layman
2511580341,sarasparis,492,71,Layman
177020819,wishboneorg,1306,1205,Celebrity
26067353,lena3192,109,25,Layman
2628567086,nakiacbest,90,69,Layman
965796207397281792,ashe16852,0,1,Layman
1390999436,JillMiller30,14,34,Layman
720683076460785664,MaryFengMD,37,196,Expert
47540755,tayloreyocom,3857,375,Expert
708348692,TheShrewTweets,12340,542,Expert
71578467,AstroScholarFdn,3646,1987,Celebrity
926595752,signepf,563,240,Expert
709476993893408768,BrittneyVerner,4983,1518,Celebrity
101155539,rohitfarmer,1875,442,Expert
722417946170003456,brianswhiskeys,311,204,Expert
887086948841652225,itscarlee13,301,129,Expert
930463173681041408,GatewayBiotech,54,34,Layman
2788927772,AshleyMColeNews,11105,1288,Celebrity
913067994372362240,TJ_Cox,6816,2218,Celebrity
805602444315131904,myshaesthetic,320,18,Layman
911369602202001408,rogers_ce,7,3,Layman
364615460,cd_lucas,566,2385,Celebrity
962644403608268800,Oshoo93871621,1,5,Layman
1472467722,seif_nasir,16,16,Layman
964904998390743040,VidlNews,5,66,Layman
322819823,JenniferMarti26,1203,151,Expert
12991842,SamHooper,52444,4434,Celebrity
1729840056,JaredDavid417,358,253,Expert
1532878374,jenleezsido,1,19,Layman
192266256,CampusLogic,7716,2663,Celebrity
3241382749,harshitsaxena06,545,73,Layman
862153721882345472,footballmom5424,249,179,Expert
130721795,ResearChallenge,2606,19240,Celebrity
899575576859623425,ForensicSci2019,45,457,Expert
148291436,syrris,1348,841,Expert
221151074,lingzhi_bee,1789,123,Expert
309471445,vinayakumar_s,34,26,Layman
16473044,lwch,102,266,Expert
211649578,CoriLButler,0,31,Layman
909814565981917185,sanskar_pp23,989,87,Layman
930514985192771585,Alois_Luso,24,26,Layman
965144562623795200,RohanTharaney,0,0,Layman
330414325,singerfam1,1,2,Layman
755084411385839616,Jayacha24002284,118,16,Layman
3244994227,Emma_Bo9,1,2,Layman
2800436118,Paul_Estabrooks,763,565,Expert
2202041929,MauriceDrummond,493,2032,Celebrity
962283265846579200,liqi207,6,0,Layman
943311990872735745,HaojiaWu,67,87,Layman
175624130,sara_ricardez,9598,272,Expert
3145740145,61934CJ,0,0,Layman
875869495788793860,RoyHallauer1,3,6,Layman
964608224652541952,WVSD208Jobs,53,27,Layman
959530180384567296,worldwide_adult,19,4,Layman
40061495,Erind95,383,144,Expert
3312790375,RDeckard1701D,438,36,Layman
913068835669991425,Olivia_McE,52,23,Layman
236444689,maddy511,8,4,Layman
757229588476899330,humas_ppifi,874,523,Expert
964270120368574464,eddiebakescakes,1,0,Layman
964235512885194752,BrookeGroningen,0,1,Layman
14110253,hlinares,9550,1439,Celebrity
964339363,lisalbarnes,45,97,Layman
2875883739,drummeryisus,402,124,Expert
963995554522034176,LLTNYC,41,40,Layman
959561130636177408,NealPPowell6810,1114,38,Layman
828784079348842498,DzebicHaris,6094,83,Layman
3284292656,SamratLabMohali,840,610,Expert
13630352,amywhited,10539,774,Expert
899756139046481921,MegBerquist,89,47,Layman
963189022372909056,gentryslanding,511,502,Expert
394915059,IamDaveIrwin,1716,73,Layman
712234879300276224,ProjectLyme,3880,2335,Celebrity
2832244034,AspenHigherEd,2510,2867,Celebrity
714986994347040769,douglisbeck,44,36,Layman
715528302115487744,DrErinY,726,593,Expert
961179319945936897,xyrdqJCtAfGfvJe,0,0,Layman
726646399,CalWeisman,141,133,Expert
22856047,_BelindaLi,21,68,Layman
901155719864606722,tasheiafloyd,4,7,Layman
937004888931885057,ariadne_bazigos,342,42,Layman
2845357048,hello0claire,60,59,Layman
880965149527601153,documodern,81,33,Layman
963460353307930624,gsborgeest,26,92,Layman
955505239230177280,thefourcegroup,5,13,Layman
17196609,MortarBoard,6528,1842,Celebrity
731460096,MissionTacoSTL,7920,6956,Celebrity
962393670077972480,mailzen_co,15,103,Expert
486231291,A_Vanbastelaer,1799,79,Layman
311282263,SphereMail,2752,6849,Celebrity
45454979,tothelees,1656,53,Layman
30226330,jghsmith,4044,100,Expert
1054752793,AlchemistAcc,443,2863,Celebrity
706882448190210048,JayBakerMD,51,325,Expert
4686170306,AP4Liberty,41080,61284,Celebrity
889527691174477825,JournalSSWR,106,473,Expert
459557760,asalmuqrin,81,87,Layman
75923277,greenleafagency,1818,343,Expert
719950994155569152,GreenLeafAgent,483,47,Layman
2987017972,TosoniGilberto,386,181,Expert
768898897938898945,DAVIDHA42560292,327,382,Expert
951501538803011585,MtgsLimited,169,20,Layman
17847627,greenwave1,16,31,Layman
227547231,kljmemories,4426,198,Expert
35639133,minikiss,3506,1860,Celebrity
3308264942,KarenTitkemeyer,6,1,Layman
84979904,Xandi_03,3098,153,Expert
2187412441,tmreic,1154,235,Expert
801535736059195392,ventriclerabbit,98,84,Layman
3301909064,iam_dh54,187,266,Expert
1655904024,DistractedChem,8296,364,Expert
409423328,kirbyallen11,8,29,Layman
19518332,jalolu,469,207,Expert
881278759063625728,rohitunni11,35,40,Layman
962499254685175808,ChadMSylvester,3,56,Layman
1959641286,Alzheimerebook,21462,59486,Celebrity
941476758091649024,schiffyisme1,435,47,Layman
2877553847,augustgrussell1,4314,6021,Celebrity
88166246,hughgifford,5555,1237,Celebrity
2465041406,lteubs,107,99,Layman
962377593751244800,Lisa53100553,0,1,Layman
928878216651182080,NSTLMacKid,227,218,Expert
856378737486696448,BWestScience,479,160,Expert
874736364,hammondcita,561,58,Layman
962182850060500992,AaronHankinsDRS,12,1,Layman
714054061226651648,SusanDRichMD,3357,1863,Celebrity
519567967,JenniferSilver5,339,54,Layman
744890732079636480,WUNephrology,1437,2171,Celebrity
3166045676,jtqe777,0,4,Layman
759771853,MOCWMuseum,68,154,Expert
962002304609275904,YilingHan,0,0,Layman
248099015,Ashwin148,14,364,Expert
876544925868883968,StopEugenicsorg,46,187,Expert
954410252665081857,galaticgrace,7,8,Layman
197844468,Aspartame_Xu,187,19,Layman
15909107,dougwmoore,1630,2411,Celebrity
956099262219280384,StopSlumlords,25,92,Layman
903655280696737792,hammerman_jan,10,34,Layman
2474591527,ishaantshah,303,34,Layman
959980289761067008,christalawyer18,3461,348,Expert
961801590079279104,michael_lyk,1,6,Layman
961813549029867521,TheFoundVikings,66,543,Expert
25821423,highlevelstudio,2509,1111,Celebrity
952728910940303360,tammyfl76896588,18,7,Layman
905832658558521344,JustinLqCao,339,14,Layman
152076161,talkl8r,2728,326,Expert
77307775,fran_e_jones,18049,982,Expert
19206558,Sarah_E_Smith,201,273,Expert
260444026,justinwzig,2017,175,Expert
394677216,iaheidenreich,571,72,Layman
846358009,ChrisRichter8,2,19,Layman
828838864886317057,NPBCompaniesInc,836,82,Layman
960295888408141825,AllieBam18,1598,224,Expert
826476115539742720,MikeWebb_CRG,3701,1859,Celebrity
399534695,agnetafons,392,158,Expert
1098300680,STLHLG,87,371,Expert
842771989014052864,Battle_Scar91,482,59,Layman
929096531533168640,JayWebe92425456,2,1,Layman
3087175450,ICDStrategy,0,6,Layman
940992750887034880,ZackaryMorgan0,1545,46,Layman
877208034640101376,andrewbergantz,142,20,Layman
961434724790161409,oliang99,0,2,Layman
2513813664,katdudley0215,158,284,Expert
3432112949,chriscarter945,580,152,Expert
1216458468,tennyson_holmes,2437,630,Expert
448455890,VinDiezel86,151,73,Layman
910341920559435777,maxacarlin,27909,2720,Celebrity
287319206,nats_gutierrez,2352,233,Expert
17445183,melindaarnold,1213,528,Expert
2451600726,ArtistsFirstSTL,234,130,Expert
938690363367329792,MichalTaracha,152,399,Expert
2963339409,Harsh1227,12,33,Layman
713419777,gator418,299,190,Expert
791325419492536320,SusanSkimsoy1,5,2,Layman
2592034033,BasantBanna,5502,120,Expert
734975167689035776,singhmk1104,22,2,Layman
2880932988,ADarttIH,2388,429,Expert
907004788965089285,escoso_anderson,60,40,Layman
939653839204048896,DaddyCora69,170,13,Layman
19951279,notjohn1,0,24,Layman
961016046697222144,mark06775559,2,2,Layman
705809864,theprogrammiss,35,158,Expert
705162315054747648,sknapp_oncampus,16,11,Layman
236515698,KelliAFord,4870,1623,Celebrity
910200063934255104,GeorgieCassani,154,87,Layman
958363395790725120,MeghanSumanOT,25,45,Layman
138100711,imprintedgene,602,380,Expert
383493967,sassyb08,0,18,Layman
542082235,Ltparagas,13,9,Layman
2847376913,GMOnCFW,4215,151,Expert
2255836267,AnthonyJStClair,816,131,Expert
292934312,OgilvyAssociate,1581,2087,Celebrity
960526787708116992,Momar_Gaddafi,0,0,Layman
29987157,KLBlackburn,137,75,Layman
2291221664,The_EARA,7248,1589,Celebrity
959824958905049089,artann_riza,1,1,Layman
840072438834634752,AjayMohanSemwa2,74,37,Layman
424850282,Worker_Mom,1644,10,Layman
2713040959,BeirutMugharid,4612,82,Layman
816111296282324992,annawarsaww,200,51,Layman
261008360,rawreader,782,669,Expert
951486136945401856,Zeroo_MG,140,198,Expert
829969187116179457,fTnKDgcuDTf7qId,6,0,Layman
2757856944,PeterVChambers,6,2,Layman
856843508149358592,yang_yimei,0,3,Layman
296569734,MustafaGSaeed,217,7718,Celebrity
1724284620,bretttpetersen,238,392,Expert
727564142,coryrylan,11443,3401,Celebrity
819760964618911744,mwlittmann,388,49,Layman
16483809,TexiCANvida,92,29,Layman
1458081313,GitaStJo,10,2,Layman
2810177822,schiefk_kavin,93,42,Layman
2217905334,atp_design,634,167,Expert
2989262763,SonceePartida,258,493,Expert
38834600,JAMESLJOHANSEN,3499,498,Expert
2892865094,Medical_Edge,158,174,Expert
890889030031646721,hn1996986216,1,9,Layman
959609581491183617,nikkihorton56,13,36,Layman
951140996120743936,AnnVCollinsMcK,205,106,Expert
927254323108700161,Salem22557072,1661,63,Layman
759851700148703232,sieren_maddie,72,145,Expert
952968296701349889,CecilyGriffis,34,6,Layman
26736688,Gerst42,1157,150,Expert
943304459089793025,TopScorePR,115,23,Layman
958043237310222336,ClubWebster,14,10,Layman
854863598857969665,RWC340B,1262,245,Expert
959268888792805376,Wendy_Guillaume,18,91,Layman
2757243903,zc96zc,5,1,Layman
959252460761157632,Heather08966321,0,0,Layman
959235582231752705,SaltBaeJason,1,0,Layman
154782142,Geraud101,147,68,Layman
2723393117,melisaaallen,401,158,Expert
959180515306823680,arthur_bachus,0,0,Layman
246389173,CWallerKelly,36,57,Layman
45894538,wmnengr,832,91,Layman
836669233400594433,nikkiDMacL,0,4,Layman
949270512475058176,JKajampady,5593,67,Layman
862449312839630848,katie314fischer,610,445,Expert
958977980566556672,Christi97293217,1,1,Layman
4913704164,alexoctopus20,1342,114,Expert
3390161517,JwLPHX,58,86,Layman
941453223130476544,BrianGordon81,96,145,Expert
1617761612,goldwing_pilot,48,75,Layman
33203025,skiddt,1,2,Layman
712469560243261440,Santini20160325,214,51,Layman
254233708,Sandry_crivi,155,111,Expert
3355496165,BoeingCEO,404,22841,Celebrity
958740113852334081,niki_voumard,0,12,Layman
958739630597332993,Brianna99889044,3,1,Layman
2364686658,CompassBiomed,63,149,Expert
946475770146377729,wud_up_its,2,12,Layman
958169130238205952,abbs4141,0,3,Layman
18561386,fayelapp,7362,396,Expert
958526800170225664,kxmerynx,664,38,Layman
824379257900199936,ljmitchell1011s,0,2,Layman
880377851693891584,Vitalija_Petri,6692,433,Expert
958445518291636224,kilzer_scott,0,12,Layman
900783957276585984,MHSCCDrM,235,184,Expert
221126984,FishEyeFun,665,461,Expert
700122974,Amym_stl,151,283,Expert
351346151,missLeah_Marie,6,11,Layman
31951940,stephmazzucca,346,171,Expert
853316366,ronelleba,40,36,Layman
1603558651,TracyatHeart,2161,78,Layman
443385897,DaynaCos,0,5,Layman
958213007238197253,ScottKilzer,1,181,Expert
614019748,katieab11,0,0,Layman
1387898509,joshmitchellmd,104,192,Expert
1012306543,Galahad1896,0,4,Layman
1925305765,_migr1,6,3,Layman
766645244435783680,9ZJhDRAgqzr3KCZ,6686,298,Expert
66449481,LabRepCo,3310,627,Expert
19353746,SWEtalk,21228,29041,Celebrity
610195712,isalman_24,7099,149,Expert
876166092594589699,admissionsmom_,3396,630,Expert
732802598,notmichael5,7,5,Layman
950203373487304704,annbiso,17,6,Layman
957818675678998528,Caro369247,0,1,Layman
189148308,thedane45,142,53,Layman
2318153833,brampersandon_S,1503,157,Expert
66425078,UCitySchools,2995,1320,Celebrity
955125993206894600,JackieGilbreath,14,5,Layman
577656149,kcavatu,112,9,Layman
948483941115113472,omkar_kirkire,555,819,Expert
150208308,Sachin_Chitale,2410,60,Layman
36558572,derekozkal,2267,410,Expert
1018213430,mnhtnkickersfc,437,497,Expert
3343941405,KevinStewart88,28,63,Layman
955228663531876352,WUMUNSymposium,37,10,Layman
3385485364,reshadadada,3401,41,Layman
951623536417869826,ElizabethViox,35,73,Layman
3558656897,DusicaSbgdpa,1190,42,Layman
2971717479,Ezzy_Hazara,267,155,Expert
829533613485993984,VC0179,4258,0,Layman
979503374,ahmad_h_00,3349,1280,Celebrity
330637842,PattiDickson,850,191,Expert
887818578946347009,ellishawmd,7,3,Layman
795766759185907714,1AlirezaRoshani,733,686,Expert
902601482494758913,msnepund,674,1227,Celebrity
904126598,ChrisFuhler,1,4,Layman
400438978,clynnclarkson,1075,426,Expert
14831750,tobiasruether,4029,1467,Celebrity
837987437414600704,O0AB1XPgUgB2dTJ,170,161,Expert
3253885394,MEDLaunch,199,140,Expert
949524166847467521,HeesooCho2,308,221,Expert
956867940615299073,wenkathy325,0,2,Layman
777181734743994368,nancor3,0,0,Layman
1123072435,nocnpo,1,3,Layman
3607033693,hanmandell,1056,824,Expert
956682107165618177,dylanbienstock,0,0,Layman
4850631552,sambo_bman,1,24,Layman
22284489,Hlheidbrink,68,181,Expert
809227016,JewishFedSTL,627,655,Expert
956617097446125570,josh26977091,0,0,Layman
1378327442,TSVusa,759,294,Expert
956517527781347328,GoesslingJimmy,9,7,Layman
913367731852005376,maladies2019,3330,17,Layman
956549478894489602,TimeJump_Game,1,0,Layman
956547366668111874,TriCityCanvas,190,3,Layman
956385900774199296,Lily30605559,0,0,Layman
13021222,UNC_Librarian,3304,2483,Celebrity
935752758426243072,dong_feifan,0,9,Layman
86566668,Tracy_A_Dodd,884,1525,Celebrity
2619904512,jb_options,163,23,Layman
2350373690,SallyAltman,146,170,Expert
956285465057021952,Lg7071722Luis,11,1,Layman
956271963835682816,SilveyFox4News,0,14,Layman
847394747987537920,Pitch_Creator,40,47,Layman
930875877478621184,MelissaRascoe2,111,54,Layman
25927514,breboles,3112,416,Expert
782033844392202240,roadtosuccesses,9253,288,Expert
956173644148957184,Negro25801698,0,2,Layman
930500883602857985,GlaucomaSupport,167,332,Expert
905633248620929024,grracepark,56,3,Layman
734167237632753664,hahelenn,143,44,Layman
26897329,golfmommy,184,47,Layman
1198945374,RobLWattsJr,4088,803,Expert
625633510,OohShiny_Sarah,8292,1065,Celebrity
580037830,IngramsMagazine,1093,965,Expert
2899806222,ASTLComics,5271,682,Expert
955903242629795840,MatthewLaMacch1,0,0,Layman
1332793302,deIynaaa,1602,146,Expert
22231824,kyleeyo,960,172,Expert
709745280707665920,_lichester,75,7,Layman
955139807042154496,OjwangIan,3,5,Layman
2493399583,WeberEntreps,964,520,Expert
32482691,jgrispon,340,473,Expert
955250425531281409,_ccc1x,0,0,Layman
37784860,nisseclark,25,237,Expert
717145327,KariGmail,0,4,Layman
710865362208878592,NetanelFinkelst,190,29,Layman
880464836546703360,bigdaddy4948,30523,903,Expert
591112754,dilatoryyang,334,115,Expert
950861452168122368,JesusOr52018899,20,8,Layman
955330054933893120,LcyRr,0,0,Layman
954899297358794752,jackjaeg1,7,9,Layman
728318531977121792,Dylann4x,1354,167,Expert
955258855822262273,gonebure,0,0,Layman
955194383342608384,808wr,8,15,Layman
57497840,CadiChieftain,7912,1653,Celebrity
954877609351045120,GaradiHarsha,17,79,Layman
3249475699,Chris_Enke,18,17,Layman
85113332,csharad,1243,13,Layman
264271174,1MedicMom,55596,13034,Celebrity
954873113065480192,MaryWeiler5,1,2,Layman
954877347542466560,emmabelmont1,0,0,Layman
1365308168,ShwneeLgcy,3981,648,Expert
954596496065806337,insidejusticeus,119,212,Expert
3038050298,Retina816,14,38,Layman
954726982201298944,mamagregory726,77,26,Layman
164196332,hk_richard,0,4,Layman
220227215,paradoxly,1,0,Layman
954681219526033408,Dave26546799,1,0,Layman
128370146,apfadel,348,33,Layman
1669575252,RadheRss88,110,28,Layman
944278584826482688,jacktgoodman,279,74,Layman
954465517108121601,penguinsfly96,5,9,Layman
730482259791249408,vnxv4_maa,125,12,Layman
27938254,oakridgeowls,6228,1342,Celebrity
954334088839692288,Ozodbek99260059,0,2,Layman
71598458,NextStepMCAT,2881,654,Expert
789478362347700224,MistyYost2,550,532,Expert
130634744,docpbc,98,27,Layman
954219841703071744,BlasGarciacruz1,4,3,Layman
1212023791,vitendo4africa,1581,624,Expert
1456000622,la_chikitta_,8360,321,Expert
887301175250493440,madeline_lee_d,47,13,Layman
1480639010,mattyice4u,411,264,Expert
2736767116,magnew99,21,20,Layman
864856727480655872,PCSSII_College,112,21,Layman
879804539184062464,stlfoodie2u,271,192,Expert
267761726,AssetHealth,2118,275,Expert
50027063,naokilaw,14905,1550,Celebrity
3655370833,bbshopcomjp,2704,847,Expert
21778155,gokulakrishna,17,5,Layman
55153886,lzhalo,384,280,Expert
874085209385443329,Juliethewarrior,114200,3268,Celebrity
953829270656372736,kerterderter,23,49,Layman
762331350531608576,DavePistonWUSTL,524,245,Expert
953405082283986944,KSparksEsq,4,8,Layman
953669788080930817,Integrity_STL,1,3,Layman
707920013794131968,HPRScholars,2721,1587,Celebrity
31575187,QuestBridge,1678,5654,Celebrity
110211464,CoveringHouse,3491,1261,Celebrity
955276062,nzisawambua,2,4,Layman
187730267,jessinthenati,413,146,Expert
2233561098,AndrewSiemers3,1062,84,Layman
953636885620051974,CHICKENCURRY300,0,0,Layman
917513100848435201,Leo26becker,35,48,Layman
189147206,MSU_HistoryDept,677,763,Expert
2159086092,BowieCook,8,12,Layman
78384527,krimsonklass,6321,259,Expert
937050665762697216,ebruha_47,2,3,Layman
953395294833729536,nevereverlook,1,0,Layman
570317270,NACROCON,1922,471,Expert
626438289,amunkhtuya,11523,4007,Celebrity
553793063,catsiamese33,11,0,Layman
911782607423229953,CoachMartin_DB,665,461,Expert
943202935525269504,Travis__Sellers,112,19,Layman
953342228868542465,oliviamlott,215,238,Expert
951182658196856832,SCUDrahmann,12,5,Layman
953328248968089605,localcashoffers,0,0,Layman
953322984793571328,JasonR_Realtor,224,38,Layman
953319937514393600,ahatcher119,0,0,Layman
44645691,nimaferguson,182,49,Layman
953305409527406599,presljo,0,1,Layman
2958703665,Katie_Morgan96,841,163,Expert
953028402960887810,ElekCatherine,3,0,Layman
395720487,heyitzjeani,3227,113,Expert
872788095581642753,HZQ1230,0,1,Layman
953127571599880193,megandwyer03,0,2,Layman
953116503490072577,JohnGordon6912,1,0,Layman
57741770,JohnMurphyHomes,4691,924,Expert
3477642083,_CrystalRam12,9,106,Expert
953089121781764098,JFerey3,0,0,Layman
716584806717399040,HalloSlytherin,7906,10,Layman
194781984,odajardin,3320,81,Layman
413385879,alliehotsauce,1261,111,Expert
948673972136284165,LDSSolutions,36,25,Layman
952969848405053442,allstarpawn33,1,1,Layman
2859063187,_Capt_A,318,13,Layman
952613203443404802,trashpandanerf,11,30,Layman
36112645,JennyStarkey,10530,1697,Celebrity
632079721,tybaxxter,564,120,Expert
795407350287007745,tedwarner02,16,3,Layman
952685505405181952,michael_moyo1,11,25,Layman
392662067,Bainah_66,13335,1049,Celebrity
739229519442124800,maltman4242,38,42,Layman
951815136913784832,NatashaTozzy,23,10,Layman
112191756,tweetgeeek,351,359,Expert
8373182,penatomas,6463,1702,Celebrity
210913231,AleCek,10060,693,Expert
1278675066,SantanaRovira,6587,643,Expert
1024095530,RCMCMXCII,150,275,Expert
3717388400,patrickbattagl2,1809,284,Expert
901672963887521793,WaLee1717,2948,23,Layman
818587127885733890,ShannonManers,65,47,Layman
106594630,sbiver,52,45,Layman
334104592,StephanieGlenn,24,120,Expert
952227080510541824,Tuoitho1,1,0,Layman
855041745331134464,Curt_Story314,579,255,Expert
952145423438774272,Jorgeay19380441,41,0,Layman
1682450335,lisa_onlygirl,5574,209,Expert
952048551542116352,cassie23bergman,4,8,Layman
363184230,toosie11,1,0,Layman
3062184733,radford_wyatt,114,47,Layman
732008595982684160,susan_center,111,38,Layman
951986919570919424,doedoejohnson,0,0,Layman
2761419799,MostlyMicrobes,11322,2702,Celebrity
2671766042,Brian_Bailey18,18,86,Layman
1847729000,Arete_Education,791,74,Layman
951941204597526528,robert88515161,2,0,Layman
951939669666738177,PattyDaddy420,0,0,Layman
951934577840414720,kj_vanengen,4,27,Layman
251657556,KSNOBravo,248,19,Layman
943848123696369675,RandHaley,0,8,Layman
3089254454,jimmaytas,308,34,Layman
3371841526,come_olivier,347,152,Expert
436360840,KaitlynPeter9,1576,122,Expert
951782545670266880,Fhrjh2,0,1,Layman
2314733966,lucasdaisymaple,348,197,Expert
212803851,polofletesocon,2092,607,Expert
2789097335,vrperry73,72,31,Layman
951605767966285824,nascargurl9,2,3,Layman
906961052365197312,challenlab,247,448,Expert
631904250,SheilaRazdan,2823,325,Expert
807301584015200256,yourmomsimpson,7,11,Layman
103070246,LFndo,2576,72,Layman
2484887774,Iamkhalidgul,22,53,Layman
3091423031,asgvisalaw,6752,557,Expert
951279588402974720,senorjimi,0,0,Layman
951259567534628865,BillyJa71462878,0,0,Layman
2923040684,StLMajorLeague,3609,493,Expert
2484334444,ChasBonney,7,21,Layman
717677123125817344,TheWordSheSpoke,127,29,Layman
951154294157389826,imcrazxzy,0,0,Layman
876432576038055936,Trisha__venus,186,12,Layman
550269948,NortonStaffing,2176,226,Expert
951035178364821504,pprettyodd_,430,13,Layman
946356906758627329,tKpS40VJDx0HSZs,7916,542,Expert
951094292956745728,spr_free,0,0,Layman
2423865745,UBGenderIn,1248,491,Expert
727897027464593411,G_Caballero_M,5243,3919,Celebrity
897070346817482752,TheGinaDeRosa,53,31,Layman
767633342896279552,DerriclkLewis,1916,623,Expert
725791583069577217,Atif_AJ7,11,5,Layman
607659635,hgwillastate,442,45,Layman
1225537914,DrAbuMosa,35,59,Layman
946776234666598400,ikereif,1639,259,Expert
949784165385457664,vanvlietphd,70,186,Expert
950905933458169857,mrssartorius406,4,3,Layman
493321139,hawkinschernof,41,49,Layman
950886398520938496,Carriem741,6,4,Layman
950870909044260870,Sanapals,0,1,Layman
950842072247959554,CheckTheQ,49,52,Layman
2871099558,nina_STL,2064,256,Expert
950790817517535232,fuqiangJohn,0,1,Layman
